,utterance,prompt,bigscience/T0pp
474,Why Am I Having Trouble Verifying My Id?,Considering this utterance: Why Am I Having Trouble Verifying My Id? What is the intent that best describes it?,cause a problem with the identity I've been using
475,I Am Having Issues With Identity Verification,Considering this utterance: I Am Having Issues With Identity Verification What is the intent that best describes it?,Problem with re-verification of identity
476,The App Won'T Let Me Log In As Myself.,Considering this utterance: The App Won'T Let Me Log In As Myself. What is the intent that best describes it?,Tells a story about logging in without using one's usual identity
477,Why Can'T I Verify My Identity?,Considering this utterance: Why Can'T I Verify My Identity? What is the intent that best describes it?,Verify identity using a government-issued document
478,Why Can'T I Verify My Id?,Considering this utterance: Why Can'T I Verify My Id? What is the intent that best describes it?,be unable to verify your id
479,For Some Reason I Am Having A Problem With Verifying My Identity.,Considering this utterance: For Some Reason I Am Having A Problem With Verifying My Identity. What is the intent that best describes it?,explain the problem with identity verification process. <unk>
480,What Do I Do With My Card Pin?,Considering this utterance: What Do I Do With My Card Pin? What is the intent that best describes it?,ask a question about the item the speaker owns
481,Is The Pin Delivered Separately?,Considering this utterance: Is The Pin Delivered Separately? What is the intent that best describes it?,Delivered in an envelope that is mailed away with a separate package
482,I Do Not Have My Pin,Considering this utterance: I Do Not Have My Pin What is the intent that best describes it?,expressing frustration at a lack of recollection
483,Are Pin Separately?,Considering this utterance: Are Pin Separately? What is the intent that best describes it?,pin them separately after removing the pins if possible
484,I Cannot Seem To Find My Pin. Where Is It?,Considering this utterance: I Cannot Seem To Find My Pin. Where Is It? What is the intent that best describes it?,Cannot find anything to do with it.
485,How Do I Set-Up My Pin For The New Card?,Considering this utterance: How Do I Set-Up My Pin For The New Card? What is the intent that best describes it?,ask for instructions or help using a credit card
486,How Do I Find My Card Pin?,Considering this utterance: How Do I Find My Card Pin? What is the intent that best describes it?,find the pin card of the card holder
487,Is My Card Pin Saved In The App,Considering this utterance: Is My Card Pin Saved In The App What is the intent that best describes it?,Save it in the app (for future use)
488,I Don'T Know Where To Look To Find My Pin.,Considering this utterance: I Don'T Know Where To Look To Find My Pin. What is the intent that best describes it?,search for my pin to find my wallet?
489,Where In The App Can I Find Out About My New Pin,Considering this utterance: Where In The App Can I Find Out About My New Pin What is the intent that best describes it?,Find the location of the new pin..
490,Where In The App Can I Find My Pin?,Considering this utterance: Where In The App Can I Find My Pin? What is the intent that best describes it?,Find my pin in the app.. I'm at home.
491,I Just Got My New Card But Am Not Sure How To Check Its Pin.,Considering this utterance: I Just Got My New Card But Am Not Sure How To Check Its Pin. What is the intent that best describes it?,Check if the card number is correct and the PIN is right
492,Do I Need A Pin,Considering this utterance: Do I Need A Pin What is the intent that best describes it?,get a pin of the same colour as the one I have
493,"If I Need A Pin For My Card, Where Is It Located?","Considering this utterance: If I Need A Pin For My Card, Where Is It Located? What is the intent that best describes it?","Asking for a pin may be considered impolite or ungrateful, depending on your perspective"
494,What Is My Card Pin,Considering this utterance: What Is My Card Pin What is the intent that best describes it?,beg for a pin in response to 'I lost my pin'
495,And What About The Card'S Pin?,Considering this utterance: And What About The Card'S Pin? What is the intent that best describes it?,play an important role on the card game.
496,About This Card Pin?,Considering this utterance: About This Card Pin? What is the intent that best describes it?,describing the features of the card pins
497,I Received My Card But Not My Pin.,Considering this utterance: I Received My Card But Not My Pin. What is the intent that best describes it?,Request the pin number to be sent to me
498,Why Can'T I See My Pin?,Considering this utterance: Why Can'T I See My Pin? What is the intent that best describes it?,questioning a person's ability to see something
499,What Is The Process For Setting Up A Pin,Considering this utterance: What Is The Process For Setting Up A Pin What is the intent that best describes it?,Set up a pin.com profile.
500,Does My Pin Come With My Card?,Considering this utterance: Does My Pin Come With My Card? What is the intent that best describes it?,best describe the utterance as insinuating that one's card does not come with a pin
501,Where Can I Find The Card Pin?,Considering this utterance: Where Can I Find The Card Pin? What is the intent that best describes it?,"Asking for help in a store, especially in English"
502,Why Isn'T My Pin Available Yet?,Considering this utterance: Why Isn'T My Pin Available Yet? What is the intent that best describes it?,complain about being out of pins so soon
503,Is My Pin Located On My Account Somewhere?,Considering this utterance: Is My Pin Located On My Account Somewhere? What is the intent that best describes it?,help someone find their pin number on their account
504,"Please Help In Finding My Card Pin, Thank You!","Considering this utterance: Please Help In Finding My Card Pin, Thank You! What is the intent that best describes it?",ask someone for help and they do so willingly
505,Where Is My Pin Number Located?,Considering this utterance: Where Is My Pin Number Located? What is the intent that best describes it?,ask where is my pin number located? to ur mother
506,I Still Don'T Have My Pin.,Considering this utterance: I Still Don'T Have My Pin. What is the intent that best describes it?,"apologetic and/or defensive,"
507,So What About The Card Pin?,Considering this utterance: So What About The Card Pin? What is the intent that best describes it?,to discuss the aforementioned subject matter in greater detail
