,utterance,prompt,bigscience/T0pp
420,What Stores Will Take My Credit Card As Payment?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,buy something in the store using a credit card
421,Is There Any Place I Cannot Use My Card?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,place I Cannot Use My Card..
422,Will I Be Able To Use My Card Anywhere?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,use your card anywhere you want to go on the planet
423,Is My Card Usable Anywhere?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,check the card to be sure it is usable
424,Is It Acceptable To Use My Card Anywhere?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Use anywhere is acceptable. (Advertising slogan)
425,Can I Use My Card Everywhere?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,use anywhere everywhere i can put this card in
426,Where Is My Card Accepted?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,inquire about where the card is accepted and get information
427,Where Can I Pay With My Debit Or Credit Card?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,payment with debit or credit card can be made at the tandil
428,Where Should My Card Work?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,"Workplace environment. or Business culture., or Company espoused."
429,Areas Card Is Accpeted,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,credit card issued is accepted at a variety of locations throughout the city
430,Places I Can Use The Card,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Use all over again with different cards!.
431,Can I Make Online Purchases With My Card?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Yes. I bought it online. So there must be a way to do it.
432,Does Every Place Of Business Accept This Card?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,accept the card everywhere grammatically correct
433,What Places Will Accept My Card?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,accept my card anywhere? or what places will accept me?
434,Can I Use My Card Anywere?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,use it anywhere that takes american express cards.
435,Will Any Business Take This Card?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,accept or refuse to accept the card as payment
436,Will Filling Stations Accept My Card?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,accepts my card at a filling station
437,Do I Have To Verify My Identity?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,express confusion about identity and want to verify it
438,Why Do You Need To Know So Much About Me,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,asks a question of another person without the intention of prying into their private life
439,Why Did I Need To Verfiy My Identity?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,explain why you need to identity proofed
440,I Cannot Verify My Identity,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,expresses shock or shock value a
